Current       Voltage         Power         Tempreture        Humidity          Flux          Illuminance         LM35-1      LM35-2        SNo.      LM35-3      LM35-4

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.34*C        11.39*C        2158        26.42*C        26.85*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.49*C        2159        22.56*C        24.49*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        13267.00*LX        104.81*W/m2        9.24*C        11.39*C        2160        41.68*C        36.31*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.39*C        2161        57.25*C        44.79*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.39*C        2162        26.32*C        26.85*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.28*C        2163        82.38*C        61.87*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.39*C        2164        27.18*C        27.82*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.39*C        2165        26.53*C        27.18*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.28*C        2166        27.71*C        26.10*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.39*C        2167        23.09*C        24.81*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.28*C        2168        21.05*C        23.63*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.39*C        2169        19.23*C        22.66*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.28*C        2170        19.23*C        22.66*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.39*C        2171        18.26*C        22.02*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.28*C        2172        40.82*C        35.34*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.28*C        2173        31.90*C        29.32*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.28*C        2174        20.09*C        22.99*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.28*C        2175        20.09*C        23.09*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.28*C        2176        20.95*C        23.63*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.28*C        2177        21.37*C        23.85*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.28*C        2178        25.13*C        25.89*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.28*C        2179        22.56*C        24.27*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.28*C        2180        18.58*C        22.13*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.28*C        2181        13.53*C        19.33*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.28*C        2182        16.65*C        21.16*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.28*C        2183        45.97*C        37.70*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.28*C        2184        81.85*C        60.90*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.17*C        2185        20.19*C        23.31*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.28*C        2186        22.66*C        24.70*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.28*C        2187        29.11*C        28.68*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.17*C        2188        33.73*C        31.04*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.34*C        11.17*C        2189        27.60*C        27.50*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.17*C        2190        25.35*C        26.21*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.17*C        2191        22.13*C        24.27*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.28*C        2192        27.07*C        27.28*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.17*C        2193        31.15*C        29.54*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.06*C        2194        38.88*C        34.16*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.17*C        2195        78.41*C        58.32*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.17*C        2196        21.48*C        23.85*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.02*C        11.17*C        2197        21.05*C        23.85*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.06*C        2198        36.31*C        33.08*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.06*C        2199        70.89*C        54.24*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.02*C        11.06*C        2200        82.49*C        61.22*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.17*C        2201        52.09*C        42.32*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.02*C        11.06*C        2202        50.27*C        40.17*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.02*C        11.06*C        2203        23.09*C        24.81*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.06*C        2204        11.39*C        17.94*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.17*C        2205        30.93*C        29.97*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.02*C        11.17*C        2206        36.84*C        33.08*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.02*C        11.06*C        2207        35.12*C        31.90*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.17*C        2208        14.39*C        19.87*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.02*C        11.06*C        2209        20.19*C        23.09*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.02*C        11.06*C        2210        17.94*C        21.91*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.02*C        11.06*C        2211        19.23*C        22.56*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.02*C        11.06*C        2212        18.47*C        22.13*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.02*C        11.06*C        2213        18.15*C        21.91*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.06*C        2214        21.27*C        23.85*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.17*C        2215        19.76*C        22.88*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.17*C        2216        18.80*C        22.23*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.06*C        2217        18.37*C        22.13*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.06*C        2218        19.12*C        22.56*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.06*C        2219        19.44*C        22.66*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        10.96*C        2220        19.44*C        22.66*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.06*C        2221        19.55*C        22.77*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.06*C        2222        19.33*C        22.66*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.06*C        2223        19.44*C        22.66*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.06*C        2224        19.44*C        22.77*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.06*C        2225        19.76*C        22.88*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.17*C        2226        19.23*C        22.56*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.06*C        2227        19.44*C        22.77*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.13*C        11.06*C        2228        19.33*C        22.66*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.06*C        2229        19.33*C        22.66*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.06*C        2230        18.90*C        22.45*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.24*C        11.06*C        2231        19.44*C        22.77*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.34*C        11.06*C        2232        19.44*C        22.66*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.45*C        11.06*C        2233        19.44*C        22.66*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.34*C        10.96*C        2234        19.55*C        22.77*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.34*C        11.06*C        2235        19.23*C        22.56*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.34*C        11.06*C        2236        19.66*C        22.77*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.45*C        11.17*C        2237        22.23*C        24.49*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.45*C        11.17*C        2238        19.76*C        22.88*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.56*C        11.17*C        2239        23.42*C        25.03*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.45*C        11.06*C        2240        19.33*C        22.77*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.56*C        11.17*C        2241        18.90*C        22.34*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.56*C        11.06*C        2242        25.13*C        25.99*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.56*C        11.17*C        2243        19.12*C        22.45*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.45*C        11.06*C        2244        16.65*C        21.05*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.45*C        11.06*C        2245        19.55*C        22.77*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.45*C        11.17*C        2246        18.69*C        22.13*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.45*C        11.17*C        2247        19.87*C        22.88*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.45*C        11.06*C        2248        33.30*C        31.26*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.45*C        11.17*C        2249        21.48*C        23.85*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.45*C        11.06*C        2250        54.78*C        43.18*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.45*C        11.17*C        2251        4.30*C        12.46*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.56*C        11.17*C        2252        51.13*C        41.03*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.45*C        11.06*C        2253        18.90*C        22.02*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.56*C        11.17*C        2254        25.89*C        25.89*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.45*C        11.06*C        2255        18.90*C        22.23*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.45*C        11.06*C        2256        20.95*C        23.52*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.45*C        11.06*C        2257        20.19*C        23.20*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.45*C        11.17*C        2258        19.23*C        22.66*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.45*C        11.06*C        2259        17.72*C        21.80*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.34*C        11.06*C        2260        16.33*C        20.84*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.34*C        11.17*C        2261        17.62*C        21.59*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.45*C        11.17*C        2262        83.67*C        63.80*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.45*C        11.17*C        2263        66.81*C        51.66*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.45*C        11.17*C        2264        5.69*C        15.68*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.45*C        11.17*C        2265        40.17*C        35.98*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.45*C        11.17*C        2266        24.27*C        25.78*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.56*C        11.06*C        2267        34.48*C        32.12*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.56*C        11.17*C        2268        38.02*C        34.59*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.67*C        11.17*C        2269        83.24*C        62.84*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.56*C        11.06*C        2270        8.70*C        17.51*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.77*C        11.17*C        2271        14.82*C        20.41*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.77*C        11.17*C        2272        34.48*C        31.58*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.77*C        11.17*C        2273        24.49*C        25.67*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.88*C        11.17*C        2274        20.52*C        23.63*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.99*C        11.06*C        2275        26.96*C        27.50*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.99*C        11.06*C        2276        45.11*C        37.59*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.99*C        11.06*C        2277        10.63*C        18.26*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        9.99*C        11.06*C        2278        16.22*C        21.05*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        10.10*C        11.17*C        2279        15.36*C        20.62*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        10.10*C        11.17*C        2280        15.57*C        20.73*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        10.20*C        11.06*C        2281        17.19*C        21.70*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        10.20*C        11.06*C        2282        18.69*C        22.56*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        10.31*C        11.06*C        2283        18.15*C        22.13*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        10.20*C        11.06*C        2284        19.12*C        22.88*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        10.20*C        11.06*C        2285        19.12*C        22.77*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        10.31*C        11.06*C        2286        18.90*C        22.66*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        10.31*C        11.06*C        2287        19.33*C        22.99*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.20*C        10.96*C        2288        18.15*C        22.23*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        10.20*C        11.06*C        2289        16.65*C        21.27*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.31*C        11.06*C        2290        14.93*C        20.30*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.42*C        10.96*C        2291        12.14*C        18.90*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.42*C        11.06*C        2292        14.72*C        20.41*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.42*C        11.06*C        2293        20.52*C        23.74*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.42*C        11.06*C        2294        20.95*C        23.85*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.42*C        11.17*C        2295        21.80*C        24.38*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.53*C        11.06*C        2296        20.84*C        23.85*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.53*C        11.06*C        2297        19.33*C        22.99*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.42*C        11.06*C        2298        19.33*C        22.99*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.53*C        11.06*C        2299        19.66*C        23.31*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.42*C        11.06*C        2300        18.90*C        22.77*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.53*C        10.96*C        2301        13.21*C        19.55*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.42*C        10.85*C        2302        17.40*C        21.91*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.31*C        10.85*C        2303        18.90*C        22.77*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.42*C        11.06*C        2304        19.76*C        23.31*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.42*C        10.85*C        2305        21.16*C        24.17*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.42*C        10.85*C        2306        19.44*C        23.09*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.53*C        10.96*C        2307        17.08*C        21.70*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.42*C        10.85*C        2308        16.97*C        21.70*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.53*C        10.96*C        2309        20.09*C        23.42*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.53*C        10.85*C        2310        17.62*C        22.02*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.53*C        10.96*C        2311        25.35*C        26.53*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.53*C        10.85*C        2312        19.33*C        22.99*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.63*C        10.85*C        2313        21.27*C        24.27*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.63*C        10.85*C        2314        19.44*C        23.20*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.53*C        10.85*C        2315        20.30*C        23.63*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.53*C        10.85*C        2316        21.16*C        24.17*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.63*C        10.96*C        2317        18.90*C        22.88*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.63*C        10.85*C        2318        21.16*C        24.17*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.53*C        10.96*C        2319        20.62*C        23.85*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.63*C        10.85*C        2320        20.95*C        24.06*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.53*C        10.85*C        2321        20.73*C        23.95*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        10.63*C        10.74*C        2322        19.87*C        23.52*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.63*C        10.74*C        2323        21.05*C        24.17*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.63*C        10.74*C        2324        19.98*C        23.52*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.63*C        10.85*C        2325        19.87*C        23.52*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.74*C        10.85*C        2326        19.76*C        23.42*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.74*C        10.85*C        2327        19.87*C        23.52*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.74*C        10.85*C        2328        20.19*C        23.63*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.85*C        10.85*C        2329        20.73*C        23.95*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.85*C        10.85*C        2330        21.05*C        24.17*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.74*C        10.85*C        2331        20.62*C        23.95*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.74*C        10.85*C        2332        20.30*C        23.74*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.74*C        10.85*C        2333        19.23*C        22.99*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.85*C        10.85*C        2334        1.61*C        12.89*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.74*C        10.74*C        2335        5.37*C        15.25*C

